link,title,item_no,image_list,description,compatibility_list,variants
https://eurolub.com/en/kuehlerschutz-d-30-p4449/,Engine Coolant D-30,821XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/957753_821xxx.png'],[],"['<li>VW TL 774 Ausf. F</li>', '<li>MAN 324 Typ SNF</li>', '<li>DTFR 29C110 (325.3)</li>', '<li>DAF 74002</li>', '<li>Renault 41-01-001</li>', '<li>AFNOR NFR 15-601</li>', '<li>AS 2108</li>', '<li>ASTM D3306</li>', '<li>ASTM D4656</li>', '<li>ASTM D4985</li>', '<li>BS 6580</li>', '<li>CUNA NC 956-16</li>', '<li>FVV Heft R443</li>', '<li>UNE 26361-88</li>', '<li>SAE J 1034</li>']","[{'sku': '821015', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/469556_821015.png', 'name': '1,5 L'}, {'sku': '821005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/348604_821005.png', 'name': '5 L'}, {'sku': '821020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/395022_821020.png', 'name': '20 L'}, {'sku': '821060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/550443_821060.png', 'name': '60 L'}, {'sku': '821208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/992394_821208.png', 'name': '208 L'}, {'sku': '821100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/627966_821100.png', 'name': '1000 L'}]"
https://eurolub.com/en/kuehlerschutz-d-40-super-p4457/,Engine Coolant D-40 SUPER,834XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/498202_834xxx.png'],[],"['<li>VW TL 774 Ausf. G</li>', '<li>CUMMINS CES 14603</li>', '<li>DTFR 29C120 (325.5)</li>', '<li>MB 325.6</li>', '<li>MAN 324 Typ Si-OAT</li>', '<li>DEUTZ CC-14</li>', '<li>Liebherr Minimum LH-01-COL3A</li>', '<li>AFNOR NFR 15-601</li>', '<li>AS 2108</li>', '<li>ASTM D3306</li>', '<li>ASTM D4656</li>', '<li>ASTM D4985</li>', '<li>SAE J 1034</li>', '<li>BS 6580</li>', '<li>CUNA NC 956-16</li>', '<li>UNE 26361-88</li>', '<li>JIS K 2234:2006</li>', '<li>China GB 29743-2013</li>', '<li>Nato S 759</li>', '<li>MTU MTL 5048</li>', '<li>SANS 1251:2005</li>', '<li>SH 0521-1999</li>']","[{'sku': '834015', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/245495_834015.png', 'name': '1,5 L'}, {'sku': '834005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/700355_834005.png', 'name': '5 L'}, {'sku': '834020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/385243_834020.png', 'name': '20 L'}, {'sku': '834060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/536989_834060.png', 'name': '60 L'}, {'sku': '834208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/20369_834208.png', 'name': '208 L'}, {'sku': '834100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/464927_834100.png', 'name': '1000 L'}]"
https://eurolub.com/en/kuehlerschutz-ready-mix-universal-rtu-p4450/,Engine Coolant READY-MIX UNIVERSAL RTU,832XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/998127_832xxx.png'],['<p>READY TO USE COOLANT FOR ALL MODELS.</p>'],"['<li>AFNOR NFR 15-601</li>', '<li>ASTM D3306</li>', '<li>BMW N600.69.0</li>', '<li>BS 6580</li>', '<li>PSA B71 5110</li>', '<li>CUNA NC 956-16</li>', '<li>Ford WSS-M97B44D</li>', '<li>B 040 0240</li>', '<li>STJLR.651.5003</li>', '<li>MB 326.0</li>', '<li>MB 326.2</li>', '<li>MB 326.3</li>', '<li>MB 326.5</li>', '<li>MB 326.6</li>', '<li>GM 6277M</li>', '<li>Renault RX Typ D</li>', '<li>VW TL 774 Ausf. C</li>', '<li>VW TL 774 Ausf. D</li>', '<li>VW TL 774 Ausf. F</li>', '<li>VW TL 774 Ausf. G</li>', '<li>VW TL 774 Ausf. J</li>', '<li>SAE J 1034</li>', '<li>Honda Type 2</li>', '<li>Saab 6901599</li>']","[{'sku': '832001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/894800_832001.png', 'name': '1 L'}, {'sku': '832100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/229855_836100.png', 'name': '1.000 L'}, {'sku': '832004', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/740549_832004.png', 'name': '4 L'}, {'sku': '832020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/82974_832020.png', 'name': '20 L'}, {'sku': '832060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/349767_832060.png', 'name': '60 L'}, {'sku': '832208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/545048_832208.png', 'name': '208 L'}]"
https://eurolub.com/en/kuehlerschutz-anf-p4442/,Engine Coolant ANF,820XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/753370_820xxx.png'],[],"['<li>BS 6580</li>', '<li>AFNOR NFR 15-601</li>', '<li>AS 2108</li>', '<li>CUNA NC 956-16</li>', '<li>UNE 26361-88</li>', '<li>ASTM D3306</li>', '<li>SAE J 1034</li>']","[{'sku': '820015', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/284044_820015.png', 'name': '1,5 L'}, {'sku': '820005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/825280_820005.png', 'name': '5 L'}, {'sku': '820020', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/633908_820020.png', 'name': '20 L'}, {'sku': '820060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/930495_820060.png', 'name': '60 L'}, {'sku': '820208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/782373_820208.png', 'name': '208 L'}, {'sku': '820100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/575607_820100.png', 'name': '1000 L'}]"
https://eurolub.com/en/klare-sicht-winter-Concentrate-p4399/,Clear Vision Winter Concentrate,803XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/385069_803xxx.png'],[],[],"[{'sku': '803001', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/671223_803001.png', 'name': '1 L'}, {'sku': '803005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/107957_803005.png', 'name': '5 L'}, {'sku': '803025', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/872630_803025.png', 'name': '25 L'}, {'sku': '803060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/245829_803060.png', 'name': '60 L'}, {'sku': '803208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/89749_803208.png', 'name': '208 L'}, {'sku': '803100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/646115_803100.png', 'name': '1000 L'}]"
https://eurolub.com/en/scheibenenteiser-p4417/,Windshield De-Icer,813XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/465065_813xxx.png'],[],[],"[{'sku': '813750', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/700995_813750.png', 'name': '750 ml'}]"
https://eurolub.com/en/scheibenfrostschutz-fertigm-20-radc-p3623/,Windshield Frost Protection Ready-Mix -20°C,10012XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/513429_10012449.png'],[],[],"[{'sku': '10012449', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/727317_10012449.png', 'name': '3 L'}, {'sku': '10012450', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/141211_10012450.png', 'name': '5 L'}, {'sku': '10012456', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/513429_10012449.png', 'name': 'SCHEIBENFROSTSCHUTZ Fertigm. -20°C - 25 L'}, {'sku': '10012454', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/513429_10012449.png', 'name': 'SCHEIBENFROSTSCHUTZ Fertigm. -20°C - 60 L'}, {'sku': '10012455', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/428164_10012455.png', 'name': '208 L'}, {'sku': '10012452', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/718417_10012452.png', 'name': '1000 L'}]"
https://eurolub.com/en/klare-sicht-winter-30-radc-p4415/,Clear Vision Winter -30 °C,810XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/207080_810xxx.png'],[],[],"[{'sku': '10012460', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/446068_10012460.png', 'name': '5 L'}, {'sku': '810005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/836192_810005.png', 'name': '5 L'}, {'sku': '810025', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/207080_810xxx.png', 'name': 'KLARE SICHT Winter bis -30°C - 25 L'}, {'sku': '810060', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/207080_810xxx.png', 'name': 'KLARE SICHT Winter bis -30°C - 60 L'}, {'sku': '810208', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/207080_810xxx.png', 'name': 'KLARE SICHT Winter bis -30°C - 208 L'}, {'sku': '810100', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/54811_803100.png', 'name': '1000 L'}]"
https://eurolub.com/en/klare-sicht-winter-18-radc-vbf-Free-p4412/,Clear Vision Winter -18°C - VbF Free,808XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/999875_808005.png'],[],[],"[{'sku': '808005', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/128987_808005.png', 'name': '5 L'}]"
https://eurolub.com/en/eap-320-diesel-winterzusatz-p3556/,EAP 320 DIESEL-Winter Additive,004XXX,['https://eurolub.com/userdata/dcshop/images/thumb_3/440975_004xxx.png'],"['<p>Frost protection and combustion chamber cleaner, suitable for summer and winter diesel fuels, as well as heating oil. Diesel winter additive improves the fluidity of diesel fuel in winter. At the same time existing deposits are reduced to the injecti</p>']",[],"[{'sku': '004116', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/173265_004116.png', 'name': '1 L'}, {'sku': '004109', 'image': 'https://eurolub.com/userdata/dcshop/images/thumb_2/953742_004109.png', 'name': '300 ml'}]"
